-0.75,62,61,0.25,0,0,a
-0.5,74,68,0.25,0,0,a
-0.25,70,65,0.25,0,0,a
0.0,71,66,0.25,0,1,a
0.25,66,63,0.25,0,1,a
0.5,43,50,1.5,1,1,
0.5,67,64,0.75,0,1,a
0.75,47,52,1.25,1,1,
1.0,50,54,1.0,1,1,
1.25,62,61,0.25,0,1,a
1.5,74,68,0.25,0,1,a
1.75,70,65,0.25,0,1,a
2.0,71,66,0.25,0,2,a
2.25,66,63,0.25,0,2,a
2.5,55,57,1.5,1,2,
2.5,67,64,0.75,0,2,a
2.75,59,59,1.25,1,2,
3.0,62,61,1.0,1,2,
3.25,64,62,0.25,0,2,a
3.5,76,69,0.25,0,2,a
3.75,71,66,0.25,0,2,a
4.0,72,67,0.25,0,3,a
4.25,68,64,0.25,0,3,a
4.5,43,50,1.5,1,3,
4.5,69,65,0.75,0,3,a
4.75,48,53,1.25,1,3,
5.0,52,55,1.0,1,3,
5.25,64,62,0.25,0,3,a
5.5,76,69,0.25,0,3,a
5.75,71,66,0.25,0,3,a
6.0,72,67,0.25,0,4,a
6.25,68,64,0.25,0,4,a
6.5,55,57,1.5,1,4,
6.5,69,65,0.75,0,4,a
6.75,60,60,1.25,1,4,
7.0,64,62,1.0,1,4,
7.25,69,65,0.25,0,4,b
7.5,84,74,0.25,0,4,b
7.75,83,73,0.25,0,4,b
8.0,81,72,0.75,0,5,b
8.25,54,56,0.25,1,5,
8.5,57,58,0.25,1,5,
8.75,62,61,0.25,1,5,
8.75,79,71,0.25,0,5,b
9.0,78,70,0.25,0,5,b
9.25,50,54,0.25,1,5,
9.25,76,69,0.25,0,5,b
9.5,57,58,0.25,1,5,
9.5,74,68,0.25,0,5,b
9.75,60,60,0.25,1,5,
9.75,72,67,0.25,0,5,b
10.0,72,67,0.25,0,6,c
10.25,55,57,0.25,1,6,
10.25,71,66,0.5,0,6,c
10.5,59,59,0.25,1,6,
10.75,62,61,0.25,1,6,
10.75,79,71,0.25,0,6,c
11.0,79,71,0.25,0,6,c
11.25,48,53,0.25,1,6,
11.25,69,65,0.5,0,6,c
11.5,52,55,0.25,1,6,
11.75,57,58,0.25,1,6,
11.75,76,69,0.25,0,6,c
12.0,76,69,0.25,0,7,c
12.25,50,54,0.25,1,7,
12.25,67,64,0.5,0,7,c
12.5,55,57,0.25,1,7,
12.75,59,59,0.25,1,7,
12.75,74,68,0.25,0,7,c
13.0,74,68,0.25,0,7,c
13.25,38,47,0.25,1,7,
13.25,60,60,0.5,0,7,c
13.5,45,51,0.25,1,7,
13.75,50,54,0.25,1,7,
13.75,66,63,0.25,0,7,c
14.0,43,50,0.25,1,8,
14.0,59,59,1.0,0,8,
14.0,67,64,1.0,0,8,c
14.25,47,52,0.25,1,8,
14.5,50,54,0.25,1,8,
14.75,47,52,0.25,1,8,
15.0,43,50,0.25,1,8,
15.25,47,52,0.25,1,8,
15.5,50,54,0.25,1,8,
15.5,74,68,0.5,0,8,d
15.75,47,52,0.25,1,8,
